query_ID	profile_ID	query_length	profile_length	align_length	query_from	query_to	profile_from	profile_to	profile_proportion	bit_score	e-value	positive_hit_probability	is_best_overlap	found_catalytic_pattern	profile_linked_ECs
WP_066578892	PRI012726	259	     127	      29	      16	      44	       2	      30	    0.23	   29.34	2E-1     	0	F	-	1.1.1.311	
WP_066578892	PRI000090	259	     149	     129	      16	     127	       3	     131	    0.87	   29.08	2.6E-1     	0	F	-	1.1.1.30	
WP_066578892	PRI011147	259	    3195	      93	      67	     144	    1819	    1908	    0.03	   30.54	2.6E-1     	0	F	-	3.4.19.12	
WP_066578892	PRI208491	259	     103	      93	      23	     103	       5	      87	    0.81	    28.2	3.3E-1     	0	F	-	(1.1.1.248)	
WP_066578892	PRI002583	259	     132	      30	      16	      45	       2	      31	    0.23	   28.23	4.5E-1     	0	F	-	1.1.1.288	
WP_066578892	PRI010578	259	     196	      31	      29	      59	     140	     170	    0.16	   28.93	4.9E-1     	0.004	F	-	1.1.1.298	
WP_066578892	PRI000095	259	     119	      93	     171	     257	      26	     118	    0.78	   28.08	5.3E-1     	0	F	-	1.3.1.9	
WP_066578892	PRI212814	259	     138	     128	      16	     129	       1	     120	    0.87	   28.16	6.2E-1     	0	F	-	(1.3.1.9)	
WP_066578892	PRI200083	259	     118	     119	     144	     249	       1	     106	     0.9	   27.56	6.6E-1     	0	F	-	(1.1.1.36)	
WP_066578892	PRI005868	259	    1342	      39	       8	      45	     108	     146	    0.03	   28.86	7.5E-1     	0	F	-	2.3.1.86;1.1.1.100;2.3.1.41	
WP_066578896	PRI003762	524	     383	     158	     147	     304	      23	     169	    0.38	   59.32	3.9E-10     	0	T	-	1.2.1.3	
WP_066578896	PRI003123	524	     374	     112	     150	     254	      29	     133	    0.28	   47.33	2.2E-6     	0	F	-	1.2.1.16	
WP_066578896	PRI002375	524	     371	     108	     147	     254	      24	     125	    0.27	    46.1	5.6E-6     	0	F	-	1.2.1.8	
WP_066578896	PRI012607	524	      99	      78	      41	     114	      20	      94	    0.76	   40.99	2.6E-5     	0	T	-	1.2.1.4	
WP_066578896	PRI011321	524	     386	     160	     147	     301	      27	     170	    0.37	   43.54	3.9E-5     	0	F	-	1.2.1.79	
WP_066578896	PRI002542	524	     360	     123	     136	     253	       6	     122	    0.33	   43.44	4.4E-5     	0	F	-	1.2.1.24	
WP_066578896	PRI003273	524	     373	     152	     160	     301	      21	     161	    0.38	   38.97	1.2E-3     	0	F	-	1.5.1.12	
WP_066578896	PRI002833	524	     372	     230	     143	     335	      17	     220	    0.55	   37.66	2.9E-3     	0	F	-	1.2.1.71	
WP_066578896	PRI014013	524	     344	      85	     171	     254	      32	     110	    0.23	   34.52	2.5E-2     	0	F	-	1.2.1.83	
WP_066578896	PRI003573	524	     356	      59	     195	     253	      63	     119	    0.16	   34.51	2.7E-2     	0	F	-	1.2.1.21;1.2.1.22	
WP_066578896	PRI212657	524	      87	      76	      20	      95	       1	      74	    0.85	   30.92	6E-2     	0	F	-	(1.2.1.71)	
WP_066578896	PRI212608	524	      99	      72	      23	      93	       4	      73	    0.71	   30.51	1.1E-1     	0	F	-	(1.2.1.3)	
WP_066578896	PRI014008	524	     348	     131	     137	     251	       4	     118	    0.33	   31.45	2.7E-1     	0	F	-	1.2.1.86	
WP_066578896	PRI207196	524	     344	     164	     147	     301	      13	     162	    0.44	   30.74	3.8E-1     	0	F	-	(1.5.99.8)	
WP_066578896	PRI004910	524	     368	      77	     180	     253	      58	     128	    0.19	   30.69	3.9E-1     	0	F	-	1.2.1.32	
WP_066578896	PRI200277	524	     358	      50	     207	     253	      77	     123	    0.13	   30.66	4.2E-1     	0	F	-	(1.2.1.4)	
WP_041645374	PRI011506	586	     385	     325	     132	     445	     104	     382	    0.72	  102.26	4.2E-24     	0	T	-	1.3.8.1	
WP_041645374	PRI012176	586	     380	     250	      75	     437	      41	     374	    0.58	   89.31	4.8E-10     	0	F	-	1.3.8.9	
WP_041645374	PRI012182	586	     381	     164	     128	     288	      96	     246	     0.4	   52.21	9.2E-8     	0	F	-	1.3.8.4	
WP_041645374	PRI012181	586	     376	     321	     132	     438	      97	     366	    0.72	   44.49	2E-5     	0	F	-	1.3.8.5	
WP_041645374	PRI012178	586	     375	     185	     132	     308	      96	     261	    0.44	   44.12	2.7E-5     	0	F	-	1.3.8.8	
WP_041645374	PRI012180	586	     376	     196	     131	     314	      99	     269	    0.45	   42.18	1.3E-4     	0	F	-	1.3.8.6	
WP_041645374	PRI012179	586	     383	     291	     157	     438	     125	     374	    0.65	   38.71	1.6E-3     	0	F	-	1.3.8.7	
WP_041645374	PRI013849	586	      78	      28	     209	     236	       7	      34	    0.36	   29.71	2E-1     	0.003	F	-	3.1.4.53;3.1.4.35	
WP_041645374	PRI011254	586	     487	      29	      89	     108	     349	     377	    0.06	   30.05	8.3E-1     	0	F	-	3.1.1.56;3.1.1.84;3.1.1.1	
WP_014576347	PRI001238	395	     376	     370	      31	     379	       4	     361	    0.95	  159.75	6E-46     	0	T	-	2.6.1.1	
WP_014576347	PRI001269	395	     385	     355	      61	     364	       5	     352	     0.9	   153.6	1.6E-43     	0.001	F	-	2.6.1.57	
WP_014576347	PRI002923	395	     423	     247	      96	     308	      65	     311	    0.58	  113.07	2.3E-28     	0	F	-	2.6.1.5	
WP_014576347	PRI001279	395	     410	     253	     176	     385	     158	     410	    0.62	   74.56	2.3E-15     	0	F	-	2.6.1.7	
WP_014576347	PRI211368	395	      44	      44	       2	      45	       1	      44	       1	   55.04	5.1E-11     	0	F	-	(2.6.1.5)	
WP_014576347	PRI211361	395	      47	      45	       2	      46	       3	      47	    0.96	   54.67	8.7E-11     	0.002	F	-	(2.6.1.57)	
WP_014576347	PRI011371	395	      49	      45	       2	      46	       5	      49	    0.92	   53.33	2.2E-10     	0	F	-	2.6.1.1	
WP_014576347	PRI213730	395	      49	      33	       9	      41	      12	      44	    0.67	   28.86	1E-1     	0.009	F	-	(2.6.1.7)	
WP_014576347	PRI002935	395	     521	      72	     109	     179	     376	     442	    0.13	   29.41	7.9E-1     	0	F	-	1.1.5.3	
NP_719054	PRI012058	300	     294	     280	      12	     291	       4	     282	    0.95	   111.8	1.3E-29     	0.001	T	-	2.7.1.8	
NP_719054	PRI000727	300	     260	     249	      11	     237	       1	     247	    0.95	    53.2	7.7E-9     	0.002	F	-	2.7.1.59	
WP_014879948	PRI000198	290	     290	     291	       4	     287	       1	     290	       1	  194.85	1.2E-61     	0.002	T	-	1.1.1.31	
WP_014879948	PRI000197	290	     285	     296	       3	     287	       2	     285	       1	  106.61	6.1E-28     	0	F	-	1.1.1.60	
WP_014879948	PRI011349	290	     284	     209	      93	     284	      91	     283	    0.68	   65.01	6.2E-13     	0	F	-	1.1.1.291	
WP_014879948	PRI013989	290	     288	     298	       4	     288	       3	     286	    0.99	   61.19	1.4E-11     	0	F	-	1.1.1.79	
WP_014879948	PRI001866	290	     343	      48	       2	      48	     183	     230	    0.14	   41.92	4.1E-5     	0	F	-	1.2.1.70	
WP_014879948	PRI000486	290	     475	      67	     114	     173	     120	     185	    0.14	   39.35	3.1E-4     	0	F	-	1.1.1.44	
WP_014879948	PRI002311	290	     273	      44	       1	      44	       1	      44	    0.16	   37.72	7.6E-4     	0	F	-	1.1.1.94	
WP_014879948	PRI007281	290	     445	      45	       3	      45	       1	      45	     0.1	   29.32	6E-1     	0	F	-	6.3.2.9	
WP_014880051	PRI001563	309	     259	      31	     209	     239	      76	     106	    0.12	   31.25	1.2E-1     	0	T	-	1.2.1.10	
WP_014880077	PRI013790	417	     409	     345	      87	     394	      74	     404	    0.81	   51.24	1.1E-7     	0.002	T	-	5.1.3.11	
WP_014880077	PRI004968	417	     407	     117	      42	     156	     238	     348	    0.27	   31.54	1.7E-1     	0	F	-	3.6.3.47	
WP_014880077	PRI001219	417	     314	      61	     259	     319	     226	     286	    0.19	   29.23	7.5E-1     	0	F	-	2.2.1.1	
WP_014880980	PRI012058	300	     294	     289	       8	     290	       3	     284	    0.96	   73.28	1.4E-15     	0	T	-	2.7.1.8	
WP_014880980	PRI207462	300	     186	      27	      85	     106	     144	     170	    0.15	   28.91	5E-1     	0	F	-	(6.3.4.15)	
WP_014880980	PRI000242	300	     270	     153	      13	     151	       1	     137	    0.51	   28.58	9.3E-1     	0	F	-	2.7.1.2	
WP_014881125	PRI000922	444	     236	      72	      25	      90	     148	     219	    0.31	   33.67	3.4E-2     	0	T	-	1.3.99.1	
WP_014881125	PRI002296	444	     161	      87	      19	     100	      14	      88	    0.47	   31.81	7.5E-2     	0.001	F	-	1.8.98.1	
WP_014881125	PRI000928	444	      95	      15	      23	      37	      81	      95	    0.16	   29.87	1.6E-1     	0	F	-	1.6.5.3	
WP_014881125	PRI014245	444	     335	      19	      25	      40	     233	     251	    0.06	   29.96	5.6E-1     	0	F	-	1.97.1.3	
WP_014881126	PRI000630	366	     516	     185	      33	     201	     114	     289	    0.34	   59.11	2.9E-10     	0	T	-	1.1.2.4	
WP_014881126	PRI002910	366	     592	      76	      95	     168	     240	     312	    0.12	   39.46	5.8E-4     	0	F	-	2.5.1.26	
WP_014881126	PRI010800	366	     163	      50	     128	     170	       1	      44	    0.27	   28.99	4.8E-1     	0.002	F	-	2.7.7.6	
WP_014881126	PRI010618	366	    1188	      18	     250	     266	     943	     960	    0.02	   29.56	6.7E-1     	0	T	-	2.7.9.2	
WP_014881127	PRI000630	482	     516	     447	      51	     465	      69	     515	    0.87	  202.02	1.4E-59     	0.003	T	-	1.1.2.4	
WP_014881127	PRI002910	482	     592	     238	      51	     264	     135	     353	    0.37	   40.62	3.2E-4     	0	F	-	2.5.1.26	
WP_014879336	PRI001890	279	     284	     285	       1	     273	       1	     278	    0.98	  135.87	4.9E-39     	0	T	-	4.1.2.29	
WP_014879336	PRI001892	279	     376	     328	       1	     248	       1	     327	    0.87	   121.7	7.7E-33     	0	F	-	4.1.2.13	
WP_014879336	PRI001891	279	     284	     246	       1	     237	       1	     242	    0.85	   79.61	5E-18     	0	F	-	4.1.2.40	
WP_014879336	PRI001465	279	     822	      49	      11	      58	      55	      98	    0.05	   32.79	4E-2     	0	F	-	2.3.1.48	
WP_014879336	PRI003111	279	     276	      29	      25	      53	     134	     162	    0.11	   31.11	1.2E-1     	0	F	-	3.2.1.17;3.2.1.14	
WP_014879336	PRI003030	279	     265	      36	      12	      46	       7	      40	    0.13	   29.25	4.4E-1     	0	F	-	4.1.3.39	
WP_014879336	PRI011087	279	    1907	      83	      32	     101	      59	     141	    0.04	      29	7.8E-1     	0	F	-	2.7.7.48	
WP_014879339	PRI001841	401	     319	     168	      36	     194	       1	     155	    0.49	   77.05	2.2E-16     	0	T	-	1.1.1.18	
WP_014879339	PRI212996	401	     292	      87	     101	     185	      56	     140	    0.29	   44.78	8.5E-6     	0	F	-	(1.1.1.292)	
WP_014879339	PRI008523	401	     317	     173	      40	     186	       4	     146	    0.45	   39.25	5E-4     	0	F	-	1.1.1.18	
WP_014879339	PRI003454	401	     272	     119	      87	     204	      51	     162	    0.41	   36.34	4.4E-3     	0.001	F	-	1.1.1.179;1.3.1.20	
WP_014879339	PRI212997	401	     275	     161	      66	     216	      19	     170	    0.55	   33.68	2.6E-2     	0	F	-	(1.1.1.292)	
WP_014235627	PRI000032	158	     499	      59	      97	     149	     316	     374	    0.12	   30.79	5.5E-2     	0	T	-	3.6.1.6	
WP_014235627	PRI001709	158	     160	      61	      82	     142	     105	     158	    0.34	   29.06	1.5E-1     	0.001	F	-	5.1.99.1	
WP_014235627	PRI003446	158	     268	      75	      47	     120	     126	     192	    0.25	   27.06	9.8E-1     	0	F	-	4.1.1.1	
WP_063341556	PRI003762	481	     383	     349	     137	     481	      19	     366	    0.91	  326.26	4.6E-109     	0	T	-	1.2.1.3	
WP_063341556	PRI002375	481	     371	     367	     121	     479	       5	     364	    0.97	   275.3	2.5E-89     	0	F	-	1.2.1.8	
WP_063341556	PRI002527	481	     403	     349	     138	     479	      21	     368	    0.86	  224.98	1.9E-69     	0	F	-	1.2.1.5	
WP_063341556	PRI011321	481	     386	     347	     137	     481	      23	     367	    0.89	  219.96	1E-67     	0	F	-	1.2.1.79	
WP_063341556	PRI003123	481	     374	     350	     142	     480	      30	     370	    0.91	   188.7	5.5E-56     	0	F	-	1.2.1.16	
WP_063341556	PRI003256	481	     364	     366	     122	     476	       1	     357	    0.98	  184.41	1.7E-54     	0	F	-	1.2.1.27	
WP_063341556	PRI000262	481	     361	     364	     126	     476	       4	     356	    0.98	  180.95	3E-53     	0	F	-	1.2.1.27;1.2.1.18	
WP_063341556	PRI002514	481	     363	     355	     138	     476	      19	     359	    0.94	  180.87	3.1E-53     	0	F	-	1.2.1.36	
WP_063341556	PRI003212	481	     365	     367	     127	     481	       8	     365	    0.98	  180.93	3.7E-53     	0	F	-	1.2.1.22	
WP_063341556	PRI002765	481	     368	     357	     139	     476	      16	     356	    0.93	  178.63	2.4E-52     	0	F	-	1.2.1.19	
WP_063341556	PRI002403	481	     366	     344	     130	     459	      14	     345	    0.91	  178.59	2.8E-52     	0	F	-	1.5.1.6	
WP_063341556	PRI014013	481	     344	     347	     137	     469	       6	     336	    0.96	  168.18	1.3E-48     	0	F	-	1.2.1.83	
WP_063341556	PRI200277	481	     358	     300	     140	     417	      22	     297	    0.77	  167.02	5.8E-48     	0	F	-	(1.2.1.4)	
WP_063341556	PRI002833	481	     372	     306	     162	     452	      42	     333	    0.78	  164.01	8.1E-47     	0	F	-	1.2.1.71	
WP_063341556	PRI002542	481	     360	     366	     123	     475	       1	     356	    0.99	  162.85	2.2E-46     	0	F	-	1.2.1.24	
WP_063341556	PRI002346	481	     366	     329	     138	     459	      26	     345	    0.87	  156.28	5.9E-44     	0	F	-	1.2.1.39	
WP_063341556	PRI003273	481	     373	     363	     130	     456	       1	     349	    0.94	  143.74	2.7E-39     	0	F	-	1.5.1.12	
WP_063341556	PRI014008	481	     348	     340	     137	     464	      13	     334	    0.93	  138.92	9.2E-38     	0	F	-	1.2.1.86	
WP_063341556	PRI003573	481	     356	     318	     128	     423	       6	     300	    0.83	  131.97	4.6E-35     	0	F	-	1.2.1.21;1.2.1.22	
WP_063341556	PRI003750	481	     372	     364	     139	     476	      22	     360	    0.91	  113.87	1.4E-28     	0	F	-	1.2.1.47;1.2.1.3	
WP_063341556	PRI004910	481	     368	     363	     139	     471	      25	     359	    0.91	  113.12	2.4E-28     	0	F	-	1.2.1.32	
WP_063341556	PRI012658	481	     364	     371	     123	     460	       7	     342	    0.92	  108.12	1.4E-26     	0	F	-	1.2.1.67	
WP_063341556	PRI003373	481	     346	     363	     137	     479	       3	     341	    0.98	  106.99	2.5E-26     	0	F	-	1.2.1.9	
WP_063341556	PRI014010	481	     348	     374	     143	     475	       8	     342	    0.96	   105.4	1E-25     	0	F	-	1.2.1.85	
WP_063341556	PRI002966	481	     344	     242	     143	     466	       5	     319	    0.67	  123.36	1.3E-21     	0	F	-	1.2.1.28	
WP_063341556	PRI013051	481	     345	     339	     150	     460	      28	     331	    0.88	   69.62	1.2E-13     	0	F	-	1.1.1.257	
WP_063341556	PRI207196	481	     344	     202	     142	     326	      14	     206	    0.56	   66.18	1.4E-12     	0	F	-	(1.5.99.8)	
WP_063341556	PRI012735	481	     353	     393	     132	     475	      10	     349	    0.96	   63.06	1.9E-11     	0	F	-	1.2.1.24;1.2.1.26	
WP_063341556	PRI003700	481	     363	     299	     148	     414	      32	     297	    0.73	   60.36	1.3E-10     	0	F	-	1.2.1.65	
WP_063341556	PRI212657	481	      87	      66	      40	     105	      18	      83	    0.76	   52.11	1.9E-9     	0	T	-	(1.2.1.71)	
WP_063341556	PRI212653	481	     100	      95	      23	     115	       4	      95	    0.92	   50.16	1.2E-8     	0	F	-	(1.2.1.79)	
WP_063341556	PRI212608	481	      99	      86	      33	     116	      11	      96	    0.87	   48.23	6.5E-8     	0	F	-	(1.2.1.3)	
WP_063341556	PRI012644	481	     385	     139	     133	     256	      16	     136	    0.31	   47.38	2E-6     	0	F	-	1.2.1.82	
WP_063341556	PRI012656	481	     354	     199	     148	     329	      32	     210	    0.51	   44.95	1.1E-5     	0	F	-	1.2.1.73	
WP_063341556	PRI012755	481	      96	      62	      45	     106	      23	      84	    0.65	   39.29	7.8E-5     	0	F	-	1.2.1.27;1.2.1.18	
WP_063341556	PRI212733	481	      95	      70	      43	     106	      21	      84	    0.67	   38.89	9.8E-5     	0	F	-	(1.2.1.27)	
WP_063341556	PRI003707	481	     348	     195	     142	     314	       5	     180	    0.51	    41.5	1.5E-4     	0	F	-	1.2.1.8;1.2.1.3;1.2.1.31	
WP_063341556	PRI002380	481	     390	     124	     142	     258	      29	     143	    0.29	    41.2	2.1E-4     	0	F	-	1.2.1.68	
WP_063341556	PRI212909	481	     101	      94	      22	     114	       1	      94	    0.93	   38.27	2.3E-4     	0	F	-	(1.5.1.12)	
WP_063341556	PRI212756	481	      99	      71	      47	     117	      27	      97	    0.72	   37.44	3.7E-4     	0	F	-	(1.2.1.16)	
WP_063341556	PRI212736	481	      98	      74	      47	     120	      25	      98	    0.76	   34.31	4.4E-3     	0	F	-	(1.2.1.24)	
WP_063341556	PRI212754	481	      98	      84	      34	     116	      12	      95	    0.86	   30.82	7.3E-2     	0	F	-	(1.2.1.19)	
WP_063341556	PRI012645	481	     310	      60	     143	     198	      20	      79	    0.19	   30.46	4.7E-1     	0	F	-	1.2.1.81	
WP_007897683	PRI002592	426	     345	     340	       1	     337	       9	     345	    0.98	  252.33	2.3E-81     	0.002	T	-	6.3.1.11	
WP_007897683	PRI001617	426	     362	     349	      24	     335	      14	     360	    0.96	  116.04	1.2E-29     	0	F	-	6.3.1.2	
WP_007897683	PRI208645	426	     352	     255	      91	     337	      99	     352	    0.72	   75.54	9.9E-16     	0	F	-	(6.3.1.2)	
WP_007897683	PRI008644	426	      99	      97	     338	     423	       2	      97	    0.97	   62.11	6.9E-13     	0	F	-	6.3.1.2	
WP_007897683	PRI013190	426	     321	      52	     200	     251	     185	     235	    0.16	   39.38	5.2E-4     	0	F	-	5.4.4.3	
WP_063341172	PRI000115	272	     115	     123	     150	     270	       3	     114	    0.97	   77.26	9.3E-19     	0	T	-	1.1.1.100	
WP_063341172	PRI200109	272	     117	     105	     150	     252	       2	     100	    0.85	   63.02	2.3E-13     	0	F	-	(1.1.1.47)	
WP_063341172	PRI212781	272	     120	      93	     173	     265	      26	     118	    0.78	    58.1	1.6E-11     	0	F	-	(1.3.1.34)	
WP_063341172	PRI200083	272	     118	     106	     170	     265	      24	     114	    0.77	   57.22	3.1E-11     	0	F	-	(1.1.1.36)	
WP_063341172	PRI212652	272	     129	     139	     147	     265	       1	     127	    0.98	   54.24	3.6E-10     	0	F	-	(1.1.1.30)	
WP_063341172	PRI210192	272	     115	     117	     150	     265	       2	     114	    0.98	   51.04	4.4E-9     	0	F	-	(1.1.1.184)	
WP_063341172	PRI000099	272	     133	     120	      22	     133	       6	     119	    0.86	   51.48	4.7E-9     	0	T	-	1.3.1.28	
WP_063341172	PRI212847	272	     117	     129	     147	     265	       1	     115	    0.98	   50.66	7E-9     	0	F	-	(1.1.1.127)	
WP_063341172	PRI213076	272	     115	     120	     152	     265	       5	     114	    0.96	   49.11	2.4E-8     	0	F	-	(1.1.1.233)	
WP_063341172	PRI213010	272	     114	     126	     150	     265	      13	     114	    0.89	   47.65	6.5E-8     	0	F	-	(1.1.1.289)	
WP_063341172	PRI012650	272	     134	     118	      22	     122	       1	     108	    0.81	   45.32	5.6E-7     	0	F	-	1.1.1.36	
WP_063341172	PRI012888	272	     138	     141	      19	     145	       3	     135	    0.96	   44.32	1.4E-6     	0	F	-	1.1.1.100	
WP_063341172	PRI212889	272	     115	     120	      22	     122	       1	     101	    0.88	    42.6	4.6E-6     	0	F	-	(1.1.1.100)	
WP_063341172	PRI002429	272	     122	     123	      22	     130	       1	     103	    0.84	   40.32	3E-5     	0	F	-	1.1.1.141	
WP_063341172	PRI012744	272	     125	      96	      21	     108	       2	      90	    0.71	   38.03	1.7E-4     	0	F	-	1.1.1.304	
WP_063341172	PRI012637	272	     131	      99	      19	     109	       2	      93	     0.7	    36.7	6.3E-4     	0	F	-	1.1.1.47	
WP_063341172	PRI202790	272	     114	     127	     150	     265	       2	     114	    0.99	   36.01	7.9E-4     	0	F	-	(1.3.1.38)	
WP_063341172	PRI212673	272	     116	      50	     170	     219	      23	      69	    0.41	   36.07	7.9E-4     	0	F	-	(1.1.1.10)	
WP_063341172	PRI000084	272	     157	     102	      20	     107	       4	     102	    0.63	   36.59	8.7E-4     	0	F	-	1.1.1.35	
WP_063341172	PRI210567	272	     145	     119	      18	     122	       2	     119	    0.81	   36.11	1.2E-3     	0	F	-	(4.2.1.119)	
WP_063341172	PRI212834	272	     122	      68	     147	     205	       1	      66	    0.54	   35.75	1.2E-3     	0	F	-	(1.1.1.138)	
WP_063341172	PRI212624	272	     117	     111	     150	     251	       2	     101	    0.85	   35.34	1.4E-3     	0	F	-	(1.1.1.53)	
WP_063341172	PRI213035	272	     112	      56	     150	     205	       2	      57	     0.5	   35.25	1.6E-3     	0	F	-	(1.1.1.268)	
WP_063341172	PRI200093	272	     110	     109	     170	     265	      20	     110	    0.83	   34.93	1.7E-3     	0	F	-	(1.5.1.33)	
WP_063341172	PRI000091	272	     135	     119	      22	     132	       4	     120	    0.87	   34.99	2.3E-3     	0	F	-	1.1.1.62	
WP_063341172	PRI213056	272	     116	      66	     150	     209	       1	      64	    0.55	   33.31	6.4E-3     	0	F	-	(1.1.1.250)	
WP_063341172	PRI012726	272	     127	      91	      18	     104	       1	      85	    0.67	   33.57	7.6E-3     	0	F	-	1.1.1.311	
WP_063341172	PRI200102	272	     124	      54	     150	     201	       2	      51	     0.4	   33.05	9.1E-3     	0	F	-	(1.3.1.25)	
WP_063341172	PRI000106	272	     142	      94	      19	     109	       3	      95	    0.65	   33.36	9.6E-3     	0	F	-	1.1.1.140	
WP_063341172	PRI012763	272	     138	      72	      18	      84	       2	      65	    0.46	   33.31	1E-2     	0	F	-	1.3.1.56	
WP_063341172	PRI012613	272	     124	      58	     150	     201	       2	      53	    0.42	   32.97	1.1E-2     	0	F	-	1.1.1.76;1.1.1.304	
WP_063341172	PRI212680	272	     107	      55	     149	     200	       2	      53	    0.49	   32.37	1.4E-2     	0	F	-	(4.2.1.119)	
WP_063341172	PRI011299	272	     124	      86	      22	     104	       1	      80	    0.65	   32.66	1.5E-2     	0	F	-	1.1.1.107	
WP_063341172	PRI212665	272	     126	      97	     192	     265	      45	     123	    0.63	   31.83	2.7E-2     	0	F	-	(1.1.1.14)	
WP_063341172	PRI212812	272	     113	      83	     189	     265	      41	     113	    0.65	   31.36	3.1E-2     	0	F	-	(1.1.1.163)	
WP_063341172	PRI002583	272	     132	      24	      18	      41	       1	      24	    0.18	   31.69	3.4E-2     	0	F	-	1.1.1.288	
WP_063341172	PRI212815	272	     115	      59	     191	     249	      43	      96	    0.47	   31.42	3.4E-2     	0	F	-	(1.1.1.159)	
WP_063341172	PRI212617	272	     117	     127	     147	     265	       1	     115	    0.98	   30.64	6E-2     	0	F	-	(1.1.1.69)	
WP_063341172	PRI014537	272	     151	      34	     101	     132	     103	     136	    0.23	    31.2	6.1E-2     	0	F	-	1.1.1.239;1.1.1.62	
WP_063341172	PRI212791	272	     124	      95	     180	     267	      33	     124	    0.74	    30.7	6.6E-2     	0	F	-	(1.3.1.28)	
WP_063341172	PRI012712	272	     155	      19	      22	      40	       2	      20	    0.12	   30.52	9.2E-2     	0	F	-	1.1.1.320	
WP_063341172	PRI200104	272	     131	      32	     170	     201	      21	      51	    0.24	   29.99	1.1E-1     	0	F	-	(1.3.1.56)	
WP_063341172	PRI012707	272	     132	      33	      18	      50	       2	      26	    0.19	   29.75	1.6E-1     	0	F	-	1.1.1.326	
WP_063341172	PRI212798	272	     123	      30	     174	     203	      26	      54	    0.24	   29.48	1.7E-1     	0	F	-	(1.3.1.19)	
WP_063341172	PRI212790	272	     122	      46	     174	     219	      25	      69	    0.37	   29.52	1.8E-1     	0	F	-	(1.3.1.29)	
WP_063341172	PRI213075	272	     117	      28	     180	     207	      31	      58	    0.24	   29.46	1.8E-1     	0	F	-	(1.1.1.236)	
WP_063341172	PRI212694	272	     132	      31	     170	     200	      21	      50	    0.23	    29.3	2.3E-1     	0	F	-	(1.3.1.87)	
WP_063341172	PRI000100	272	     144	      90	      20	     107	       3	      92	    0.62	   29.18	2.9E-1     	0	F	-	1.1.1.178;1.1.1.35	
WP_063341172	PRI003753	272	     130	     102	      64	     147	      44	     130	    0.67	   28.63	3.6E-1     	0	F	-	1.1.1.268	
WP_063341172	PRI000090	272	     149	     111	      17	     108	       1	     106	    0.71	   28.69	4E-1     	0	F	-	1.1.1.30	
WP_063341172	PRI000082	272	     129	      27	      27	      53	      11	      37	    0.21	   28.22	5.6E-1     	0	F	-	1.1.1.159	
WP_063341172	PRI004821	272	     396	      44	       9	      47	     257	     298	    0.11	   29.07	5.7E-1     	0	F	-	1.3.1.83	
WP_063341172	PRI012792	272	     135	      13	      22	      34	       5	      17	     0.1	   27.54	7.7E-1     	0	F	-	1.3.1.25	
WP_063341172	PRI010305	272	     128	      63	     150	     201	       2	      53	    0.41	   27.62	9.1E-1     	0	F	-	1.1.1.304	
WP_063341172	PRI010125	272	     312	      40	     203	     242	     122	     159	    0.12	   28.25	9.1E-1     	0	F	-	3.1.4.12	
WP_063343423	PRI010152	270	     127	      68	      56	     116	      61	     127	    0.53	   33.89	5.5E-3     	0	T	-	5.1.3.2	
WP_063343423	PRI003514	270	     203	      26	     135	     160	      19	      44	    0.13	   28.54	6.3E-1     	0.002	T	-	1.1.1.103	
WP_063343423	PRI013402	270	    1463	      62	     143	     196	    1317	    1378	    0.04	    28.8	7.5E-1     	0	F	-	3.4.21.91;2.1.1.56;3.6.1.15;2.7.7.48;2.1.1.57;3.6.4.13	
WP_063343423	PRI001376	270	     763	      38	     190	     227	       1	      32	    0.04	   28.95	7.9E-1     	0.001	F	-	2.7.8.20	
WP_063343491	PRI002853	330	     182	      65	     101	     158	      75	     138	    0.35	   28.63	7.1E-1     	0	T	-	5.3.1.15	
WP_063340417	PRI001060	342	     313	     294	      30	     319	       2	     287	    0.91	  161.05	1.4E-47     	0.027	T	-	3.2.2.8	
WP_063340417	PRI002981	342	     335	     323	      31	     321	       3	     323	    0.96	  127.93	7.4E-35     	0.001	F	-	3.2.2.3	
WP_057713727	PRI000115	272	     115	     123	     150	     270	       3	     114	    0.97	   75.33	5E-18     	0	T	-	1.1.1.100	
WP_057713727	PRI200109	272	     117	     111	     150	     252	       2	     100	    0.85	   59.55	4.1E-12     	0	F	-	(1.1.1.47)	
WP_057713727	PRI200083	272	     118	     106	     170	     265	      24	     114	    0.77	   56.83	3.7E-11     	0	F	-	(1.1.1.36)	
WP_057713727	PRI212781	272	     120	      93	     173	     265	      26	     118	    0.78	   56.55	4.4E-11     	0	F	-	(1.3.1.34)	
WP_057713727	PRI212652	272	     129	     139	     147	     265	       1	     127	    0.98	   55.01	2.1E-10     	0	F	-	(1.1.1.30)	
WP_057713727	PRI210192	272	     115	     117	     150	     265	       2	     114	    0.98	   48.35	3.5E-8     	0	F	-	(1.1.1.184)	
WP_057713727	PRI213010	272	     114	     126	     150	     265	      13	     114	    0.89	   48.04	5.4E-8     	0	F	-	(1.1.1.289)	
WP_057713727	PRI000099	272	     133	     120	      22	     133	       6	     119	    0.86	   47.25	1.2E-7     	0	T	-	1.3.1.28	
WP_057713727	PRI212889	272	     115	     119	      22	     122	       1	     101	    0.88	   46.46	1.6E-7     	0	F	-	(1.1.1.100)	
WP_057713727	PRI212847	272	     117	     129	     147	     265	       1	     115	    0.98	   46.04	2.4E-7     	0	F	-	(1.1.1.127)	
